KELOMPOK,KODEJUR,JURUSAN,PTN,KODEPTN,NILAIMIN,dummy
1,201032,SISTEM INFORMASI ,UIN SUSKA,20,31.75,abcde
1,201046,TEKNIK ELEKTRO ,UIN SUSKA,20,35.35,abcde
1,201054,TEKNIK INDUSTRI ,UIN SUSKA,20,33.95,abcde
1,201062,TEKNIK INFORMATIKA ,UIN SUSKA,20,35.15,abcde
1,201084,PENDIDIKAN MATEMATIKA ,UIN SUSKA,20,28.36,abcde
1,201092,PENDIDIKAN KIMIA ,UIN SUSKA,20,26.56,abcde
1,201105,ILMU PERTANIAN (AGROTEKNOLOGI) ,UIN SUSKA,20,24.35,abcde
2,202012,AKUNTANSI ,UIN SUSKA,20,35.65,abcde
2,202026,ILMU ADMINISTRASI NEGARA ,UIN SUSKA,20,34.56,abcde
2,202034,MANAJEMEN ,UIN SUSKA,20,34.35,abcde
2,202042,PSIKOLOGI ,UIN SUSKA,20,35.25,abcde
2,202056,ILMU HUKUM ,UIN SUSKA,20,32.45,abcde
2,202115,PENDIDIKAN EKONOMI ,UIN SUSKA,20,33.35,abcde
2,202226,ILMU KOMUNIKASI ,UIN SUSKA,20,22.45,abcde
1,211011,PEND. KIMIA ,UNJA,21,30.07,abcde
1,211025,PEND. MATEMATIKA ,UNJA,21,28.62,abcde
1,211033,PEND. FISIKA ,UNJA,21,27.6,abcde
1,211041,PEND. BIOLOGI ,UNJA,21,30.63,abcde
1,211055,AGROEKOTEKNOLOGI ,UNJA,21,29.92,abcde
1,211063,AGRIBISNIS ,UNJA,21,30.34,abcde
1,211071,TEKNOLOGI HASIL PERTANIAN ,UNJA,21,29.76,abcde
1,211114,PEND. OLAHRAGA & KESEHATAN ,UNJA,21,23.65,abcde
1,211122,KEHUTANAN ,UNJA,21,26.95,abcde
1,211136,PETERNAKAN ,UNJA,21,23.75,abcde
1,211144,KEDOKTERAN ,UNJA,21,41.65,abcde
1,211152,KIMIA ,UNJA,21,28.38,abcde
1,211166,PEND. KIMIA PGSBI ,UNJA,21,28.47,abcde
1,211174,PEND. FISIKA PGSBI ,UNJA,21,27.47,abcde
1,211182,PEND. BIOLOGI PGSBI ,UNJA,21,29.91,abcde
1,211196,PEND. MATEMATIKA PGSBI ,UNJA,21,27.8,abcde
1,211203,ILMU KEPERAWATAN ,UNJA,21,37.57,abcde
1,211211,FARMASI ,UNJA,21,36.85,abcde
1,211225,PEMANFAATAN SUMBERDAYA PERIKANAN ,UNJA,21,23.85,abcde
1,211233,SISTEM INFORMASI ,UNJA,21,33.55,abcde
1,211241,TEKNIK PERTAMBANGAN ,UNJA,21,36.65,abcde
1,211255,TEKNIK GEOLOGI ,UNJA,21,35.75,abcde
1,211263,BIOLOGI ,UNJA,21,28.55,abcde
1,211271,FISIKA ,UNJA,21,26.45,abcde
1,211285,MATEMATIKA ,UNJA,21,27.65,abcde
1,211293,ILMU KESEHATAN MASYARAKAT ,UNJA,21,36.45,abcde
1,211306,TEKNIK LINGKUNGAN ,UNJA,21,35.25,abcde
1,211314,KEPELATIHAN OLAHRAGA ,UNJA,21,24.65,abcde
1,211322,TEKNIK ELEKTRO ,UNJA,21,36.15,abcde
1,211336,TEKNIK GEOFISIKA ,UNJA,21,33.21,abcde
1,211344,TEKNIK KIMIA ,UNJA,21,35.55,abcde
1,211352,TEKNIK SIPIL ,UNJA,21,34.12,abcde
1,211366,TEKNIK PERTANIAN ,UNJA,21,28.64,abcde
1,211374,TEKNOLOGI INDUSTRI PERTANIAN ,UNJA,21,27.76,abcde
2,212013,PEND. EKONOMI ,UNJA,21,25.77,abcde
2,212021,"PEND. BAHASA, SASTRA INDONESIA & DAERAH ",UNJA,21,26.55,abcde
2,212035,PEND. BAHASA INGGRIS ,UNJA,21,33.3,abcde
2,212043,ILMU HUKUM ,UNJA,21,39.8,abcde
2,212051,ILMU EKONOMI PEMBANGUNAN ,UNJA,21,35.77,abcde
2,212065,MANAJEMEN ,UNJA,21,40.15,abcde
2,212073,AKUNTANSI ,UNJA,21,37.3,abcde
2,212081,PEND. GURU SEKOLAH DASAR ,UNJA,21,25.15,abcde
2,212095,BIMBINGAN DAN KONSELING ,UNJA,21,30.05,abcde
2,212102,PENDIDIKAN GURU PAUD ,UNJA,21,27.75,abcde
2,212116,PENDIDIKAN BAHASA ARAB ,UNJA,21,23.25,abcde
2,212124,PENDIDIKAN SEJARAH ,UNJA,21,24.55,abcde
2,212132,SASTRA INDONESIA ,UNJA,21,24.95,abcde
2,212146,PSIKOLOGI ,UNJA,21,33.65,abcde
2,212154,ILMU PEMERINTAHAN ,UNJA,21,32.25,abcde
2,212162,EKONOMI ISLAM ,UNJA,21,30.03,abcde
2,212176,ARKEOLOGI ,UNJA,21,25.25,abcde
2,212184,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN ,UNJA,21,25.12,abcde
2,212192,ILMU SEJARAH ,UNJA,21,24.65,abcde
2,212205,ADMINISTRASI PENDIDIKAN ,UNJA,21,25.15,abcde
2,212213,ILMU POLITIK ,UNJA,21,29.64,abcde
2,212221,SENI DRAMA TARI DAN MUSIK ,UNJA,21,25.11,abcde
1,221012,TEKNIK ELEKTRO ,UMRAH,22,32.37,abcde
1,221026,TEKNIK INFORMATIKA ,UMRAH,22,28.68,abcde
1,221034,ILMU KELAUTAN ,UMRAH,22,23.59,abcde
1,221042,MANAJEMEN SUMBERDAYA PERAIRAN ,UMRAH,22,23.4,abcde
1,221056,PENDIDIKAN MATEMATIKA ,UMRAH,22,24.11,abcde
1,221064,PENDIDIKAN BIOLOGI ,UMRAH,22,24.25,abcde
1,221072,PENDIDIKAN KIMIA ,UMRAH,22,24.43,abcde
1,221086,BUDI DAYA PERAIRAN ,UMRAH,22,20.18,abcde
1,221094,TEKNOLOGI HASIL PERIKANAN ,UMRAH,22,20.65,abcde
1,221101,SOSIAL EKONOMI PERIKANAN ,UMRAH,22,,abcde
2,222014,PENDIDIKAN BAHASA INDONESIA ,UMRAH,22,29.36,abcde
2,222022,AKUNTANSI ,UMRAH,22,32.75,abcde
2,222036,ILMU ADMINISTRASI NEGARA ,UMRAH,22,28.68,abcde
2,222044,ILMU PEMERINTAHAN ,UMRAH,22,28.3,abcde
2,222052,SOSIOLOGI ,UMRAH,22,25.49,abcde
2,222066,PENDIDIKAN BAHASA INGGRIS ,UMRAH,22,28.19,abcde
2,222074,MANAJEMEN ,UMRAH,22,30.05,abcde
2,222082,ILMU HUKUM ,UMRAH,22,28.14,abcde
2,222096,ILMU HUBUNGAN INTERNASIONAL ,UMRAH,22,,abcde
1,231013,TEKNIK SIPIL ,UNSRI,23,40.56,abcde
1,231021,TEKNIK PERTAMBANGAN ,UNSRI,23,39.73,abcde
1,231035,TEKNIK KIMIA ,UNSRI,23,39.31,abcde
1,231043,TEKNIK MESIN ,UNSRI,23,40.31,abcde
1,231051,TEKNIK ELEKTRO ,UNSRI,23,43.76,abcde
1,231065,PENDIDIKAN DOKTER ,UNSRI,23,43.31,abcde
1,231073,PENDIDIKAN DOKTER GIGI ,UNSRI,23,36.91,abcde
1,231081,MATEMATIKA ,UNSRI,23,29.03,abcde
1,231095,FISIKA ,UNSRI,23,27.81,abcde
1,231102,KIMIA ,UNSRI,23,30.03,abcde
1,231116,BIOLOGI ,UNSRI,23,28.67,abcde
1,231124,AGRIBISNIS ,UNSRI,23,29.92,abcde
1,231132,TEKNOLOGI HASIL PERTANIAN ,UNSRI,23,27.48,abcde
1,231146,TEKNIK PERTANIAN ,UNSRI,23,27.65,abcde
1,231162,PEND. MATEMATIKA ,UNSRI,23,32.81,abcde
1,231176,PEND BIOLOGI ,UNSRI,23,32.17,abcde
1,231184,PEND. KIMIA ,UNSRI,23,28.81,abcde
1,231192,PEND FISIKA ,UNSRI,23,30.67,abcde
1,231205,ILMU KESEHATAN MASYARAKAT ,UNSRI,23,36.4,abcde
1,231213,ARSITEKTUR ,UNSRI,23,37.6,abcde
1,231221,ILMU KELAUTAN ,UNSRI,23,27.62,abcde
1,231235,BUDIDAYA PERAIRAN ,UNSRI,23,25.27,abcde
1,231243,TEKNOLOGI HASIL PERIKANAN ,UNSRI,23,26.03,abcde
1,231251,ILMU KEPERAWATAN ,UNSRI,23,33.6,abcde
1,231265,PEND. TEKNIK MESIN ,UNSRI,23,27.66,abcde
1,231273,SISTEM KOMPUTER ,UNSRI,23,38.67,abcde
1,231281,TEKNIK INFORMATIKA ,UNSRI,23,42.51,abcde
1,231295,SISTEM INFORMASI ,UNSRI,23,37.97,abcde
1,231302,AGROEKOTEKNOLOGI ,UNSRI,23,27.51,abcde
1,231316,PETERNAKAN ,UNSRI,23,24.75,abcde
1,231324,FARMASI ,UNSRI,23,35.31,abcde
1,231332,TEKNIK GEOLOGI ,UNSRI,23,39.25,abcde
1,231346,PSIKOLOGI ,UNSRI,23,37.55,abcde
1,231354,ILMU TANAH ,UNSRI,23,,abcde
1,231363,AGRONOMI ,UNSRI,23,,abcde
1,231372,PROTEKSI TANAMAN ,UNSRI,23,,abcde
1,231384,GIZI ,UNSRI,23,,abcde
1,231392,KESEHATAN LINGKUNGAN ,UNSRI,23,,abcde
2,232015,EKONOMI PEMBANGUNAN ,UNSRI,23,38.61,abcde
2,232023,ILMU HUKUM ,UNSRI,23,42.18,abcde
2,232031,MANAJEMEN ,UNSRI,23,41.46,abcde
2,232045,AKUNTANSI ,UNSRI,23,43.46,abcde
2,232053,ILMU ADM NEGARA ,UNSRI,23,40.49,abcde
2,232061,SOSIOLOGI ,UNSRI,23,32.33,abcde
2,232075,PPKN ,UNSRI,23,30.3,abcde
2,232083,PEND SEJARAH ,UNSRI,23,26.86,abcde
2,232091,PEND EKONOMI ,UNSRI,23,36.9,abcde
2,232104,"PEND BHS, SATRA IND & DAERAH ",UNSRI,23,28.77,abcde
2,232112,PEND BHS INGGRIS ,UNSRI,23,37.49,abcde
2,232126,PENJASKES ,UNSRI,23,29.49,abcde
2,232134,BIMB & KONSELING ,UNSRI,23,32.75,abcde
2,232142,PGSD ,UNSRI,23,35.65,abcde
2,232156,PAUD ,UNSRI,23,25.15,abcde
2,232164,ILMU KOMUNIKASI ,UNSRI,23,40.05,abcde
2,232172,PENDIDIKAN LUAR SEKOLAH ,UNSRI,23,31.65,abcde
2,232186,ILMU HUBUNGAN INTERNASIONAL ,UNSRI,23,,abcde
1,241014,TEKNIK MESIN ,UBB,24,39.38,abcde
1,241022,TEKNIK ELEKTRO ,UBB,24,43.6,abcde
1,241036,TEKNIK TAMBANG ,UBB,24,40.26,abcde
1,241044,TEKNIK SIPIL ,UBB,24,39.13,abcde
1,241052,AGROTEKNOLOGI ,UBB,24,28.58,abcde
1,241066,MANAJEMEN SUMBERDAYA PERAIRAN ,UBB,24,26.94,abcde
1,241074,BIOLOGI ,UBB,24,26.49,abcde
1,241082,AGRIBISNIS ,UBB,24,27.7,abcde
1,241096,BUDIDAYA PERAIRAN ,UBB,24,22.45,abcde
1,241103,ILMU KELAUTAN ,UBB,24,,abcde
1,241111,KIMIA ,UBB,24,,abcde
1,241125,FISIKA ,UBB,24,,abcde
2,242016,AKUNTANSI ,UBB,24,32.27,abcde
2,242024,MANAJEMEN ,UBB,24,31.38,abcde
2,242032,ILMU HUKUM ,UBB,24,33.27,abcde
2,242046,SOSIOLOGI ,UBB,24,25.43,abcde
2,242054,SASTRA INGGRIS ,UBB,24,,abcde
2,242062,ILMU POLITIK ,UBB,24,,abcde
2,242076,EKONOMI ,UBB,24,,abcde
1,251015,AGROEKOTEKNOLOGI ,UNIB,25,25.99,abcde
1,251023,KEHUTANAN ,UNIB,25,24.51,abcde
1,251031,PETERNAKAN ,UNIB,25,23.56,abcde
1,251045,AGRIBISNIS ,UNIB,25,27.51,abcde
1,251053,TEKNOLOGI INDUSTRI PERTANIAN ,UNIB,25,27.84,abcde
1,251061,PENDIDIKAN FISIKA ,UNIB,25,27.26,abcde
1,251075,PENDIDIKAN BIOLOGI ,UNIB,25,28.37,abcde
1,251083,PENDIDIKAN KIMIA ,UNIB,25,26.27,abcde
1,251091,PENDIDIKAN MATEMATIKA ,UNIB,25,28.29,abcde
1,251104,MATEMATIKA ,UNIB,25,27.7,abcde
1,251112,FISIKA ,UNIB,25,25.9,abcde
1,251126,BIOLOGI ,UNIB,25,26.62,abcde
1,251134,KIMIA ,UNIB,25,24.98,abcde
1,251142,TEKNIK INFORMATIKA ,UNIB,25,43.27,abcde
1,251156,TEKNIK SIPIL ,UNIB,25,37.6,abcde
1,251164,TEKNIK MESIN ,UNIB,25,39.66,abcde
1,251172,TEKNIK ELEKTRO ,UNIB,25,41.36,abcde
1,251186,ILMU KELAUTAN ,UNIB,25,36.56,abcde
1,251194,PENDIDIKAN DOKTER ,UNIB,25,42.36,abcde
1,251201,ILMU TANAH ,UNIB,25,22.11,abcde
1,251215,STATISTIKA ,UNIB,25,,abcde
1,251223,ARSITEKTUR ,UNIB,25,,abcde
1,251231,SISTEM INFORMASI ,UNIB,25,,abcde
1,251245,PROTEKSI TANAMAN ,UNIB,25,,abcde
2,252011,ILMU HUKUM ,UNIB,25,38.58,abcde
2,252025,ILMU KESEJAHTERAAN SOSIAL ,UNIB,25,27.25,abcde
2,252033,EKONOMI PEMBANGUNAN ,UNIB,25,35.18,abcde
2,252041,MANAJEMEN ,UNIB,25,38.68,abcde
2,252055,ILMU ADMINISTRASI NEGARA ,UNIB,25,32.49,abcde
2,252063,SOSIOLOGI ,UNIB,25,30.18,abcde
2,252071,ILMU KOMUNIKASI ,UNIB,25,37.36,abcde
2,252085,AKUNTANSI ,UNIB,25,38.77,abcde
2,252093,PENDIDIKAN LUAR SEKOLAH ,UNIB,25,26.36,abcde
2,252106,PENDIDIKAN BAHASA DAN SASTRA INDONESIA ,UNIB,25,26.57,abcde
2,252114,PENDIDIKAN BAHASA INGGRIS ,UNIB,25,35.3,abcde
2,252122,PENDIDIKAN GURU SEKOLAH DASAR ,UNIB,25,33.65,abcde
2,252136,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI ,UNIB,25,26.15,abcde
2,252144,PENDIDIKAN JASMANI DAN KESEHATAN ,UNIB,25,28.45,abcde
2,252152,BIMBINGAN DAN KONSELING ,UNIB,25,25.49,abcde
2,252166,ILMU PERPUSTAKAAN ,UNIB,25,22.25,abcde
2,252174,JURNALISTIK ,UNIB,25,28.45,abcde
1,261016,TEKNIK GEOMATIKA ,ITERA,26,35.55,abcde
1,261024,TEKNIK ELEKTRO ,ITERA,26,36.75,abcde
1,261032,PERENCANAAN WILAYAH DAN KOTA ,ITERA,26,33.75,abcde
1,261046,TEKNIK GEOFISIKA ,ITERA,26,33.25,abcde
1,261054,TEKNIK SIPIL ,ITERA,26,35.65,abcde
1,261062,TEKNIK INFORMATIKA ,ITERA,26,37.15,abcde
1,261076,FISIKA ,ITERA,26,29.45,abcde
1,261084,ARSITEKTUR ,ITERA,26,,abcde
1,261092,TEKNIK LINGKUNGAN ,ITERA,26,,abcde
1,261105,TEKNIK GEOLOGI ,ITERA,26,,abcde
1,261113,MATEMATIKA ,ITERA,26,,abcde
1,261121,TEKNIK MESIN ,ITERA,26,,abcde
1,271011,AGROTEKNOLOGI ,UNILA,27,28.51,abcde
1,271025,AGRIBISNIS ,UNILA,27,29.51,abcde
1,271033,TEKNIK GEOFISIKA ,UNILA,27,25.45,abcde
1,271041,TEKNIK SIPIL ,UNILA,27,39.31,abcde
1,271055,KIMIA ,UNILA,27,29.03,abcde
1,271063,BIOLOGI ,UNILA,27,28.95,abcde
1,271071,TEKNOLOGI HASIL PERTANIAN ,UNILA,27,32.45,abcde
1,271085,PETERNAKAN ,UNILA,27,28.2,abcde
1,271093,KEHUTANAN ,UNILA,27,26.4,abcde
1,271106,TEKNIK PERTANIAN ,UNILA,27,28.9,abcde
1,271114,MATEMATIKA ,UNILA,27,29.31,abcde
1,271122,FISIKA ,UNILA,27,30.4,abcde
1,271136,TEKNIK MESIN ,UNILA,27,42.48,abcde
1,271144,TEKNIK ELEKTRO ,UNILA,27,45.03,abcde
1,271152,PEND. MATEMATIKA ,UNILA,27,30.09,abcde
1,271166,PEND. FISIKA ,UNILA,27,26.98,abcde
1,271174,PEND. KIMIA ,UNILA,27,27.09,abcde
1,271182,PEND. BIOLOGI ,UNILA,27,29.42,abcde
1,271196,TEKNIK KIMIA ,UNILA,27,39.31,abcde
1,271203,PEND. KEDOKTERAN ,UNILA,27,45.13,abcde
1,271211,BUDIDAYA PERAIRAN ,UNILA,27,24.5,abcde
1,271225,ILMU KOMPUTER ,UNILA,27,37.73,abcde
1,271233,ARSITEKTUR ,UNILA,27,35.21,abcde
1,271241,TEKNIK GEODESI ,UNILA,27,34.11,abcde
1,271255,TEKNIK INFORMATIKA ,UNILA,27,37.85,abcde
1,271264,SUMBERDAYA AKUATIK ,UNILA,27,,abcde
1,271271,ILMU TANAH ,UNILA,27,,abcde
1,271285,AGRONOMI ,UNILA,27,,abcde
1,271293,PROTEKSI TANAMAN ,UNILA,27,,abcde
1,271306,PENYULUHAN PERTANIAN ,UNILA,27,,abcde
1,271314,ILMU KELAUTAN ,UNILA,27,,abcde
1,271322,TEKNOLOGI INDUSTRI PERTANIAN ,UNILA,27,,abcde
2,272013,HUKUM ,UNILA,27,40.65,abcde
2,272021,SOSIOLOGI ,UNILA,27,30.43,abcde
2,272035,ILMU PEMERINTAHAN ,UNILA,27,36.9,abcde
2,272043,MANAJEMEN ,UNILA,27,40.15,abcde
2,272051,IESP ,UNILA,27,37.18,abcde
2,272065,AKUNTANSI ,UNILA,27,40.46,abcde
2,272073,ILMU KOMUNIKASI ,UNILA,27,39.36,abcde
2,272081,ILMU ADM. NEGARA ,UNILA,27,37.49,abcde
2,272095,ILMU ADM. NIAGA/BISNIS ,UNILA,27,35.9,abcde
2,272102,PPKN ,UNILA,27,25.99,abcde
2,272116,PEND. SEJARAH ,UNILA,27,26.86,abcde
2,272124,PEND. GEOGRAFI ,UNILA,27,25.77,abcde
2,272132,PEND. EKONOMI ,UNILA,27,32.3,abcde
2,272146,PENJASKESREK ,UNILA,27,27.09,abcde
2,272154,BIMB. KONSELING ,UNILA,27,27.15,abcde
2,272162,PEND. BAHASA INDONESIA ,UNILA,27,28.71,abcde
2,272176,PEND. B. INGGRIS ,UNILA,27,38.8,abcde
2,272184,PGSD ,UNILA,27,33.65,abcde
2,272192,"PEND. SENI DRAMA,TARI&MUSIK ",UNILA,27,26.25,abcde
2,272205,PENDIDIKAN ANAK USIA DINI ,UNILA,27,25.15,abcde
2,272213,HUBUNGAN INTERNASIONAL ,UNILA,27,39.95,abcde
2,272221,BAHASA PERANCIS ,UNILA,27,24.55,abcde
1,281012,PENDIDIKAN MATEMATIKA ,RADENFATAH,28,,abcde
1,281026,PENDIDIKAN BIOLOGI ,RADENFATAH,28,,abcde
1,281042,KIMIA ,RADENFATAH,28,,abcde
1,281056,BIOLOGI ,RADENFATAH,28,,abcde
1,281064,PENDIDIKAN FISIKA ,RADENFATAH,28,,abcde
1,281072,PENDIDIKAN KIMIA ,RADENFATAH,28,,abcde
2,282206,ILMU POLITIK ,RADENFATAH,28,,abcde
2,282214,ILMU PERPUSTAKAAN ,RADENFATAH,28,,abcde
2,282222,ILMU KOMUNIKASI ,RADENFATAH,28,,abcde
1,291013,PENDIDIKAN TEKNIK ELEKTRO ,AR-RANIRY,29,,abcde
1,291021,PENDIDIKAN TEKNOLOGI INFORMATIKA ,AR-RANIRY,29,,abcde
1,291035,ARSITEKTUR ,AR-RANIRY,29,,abcde
1,291043,TEKNIK LINGKUNGAN ,AR-RANIRY,29,,abcde
1,291051,BIOLOGI ,AR-RANIRY,29,,abcde
1,291065,KIMIA ,AR-RANIRY,29,,abcde
2,292015,ILMU HUKUM ,AR-RANIRY,29,,abcde
2,292023,BIMBINGAN KONSELING ,AR-RANIRY,29,,abcde
2,292031,ILMU PERPUSTAKAAN ,AR-RANIRY,29,,abcde
2,292045,EKONOMI SYARIAH ,AR-RANIRY,29,,abcde
2,292053,PERBANKAN SYARIAH ,AR-RANIRY,29,,abcde
2,292061,ILMU EKONOMI ,AR-RANIRY,29,,abcde
2,292075,ILMU POLITIK ,AR-RANIRY,29,,abcde
2,292083,ILMU ADMINISTRASI NEGARA ,AR-RANIRY,29,,abcde
2,292091,PSIKOLOGI ,AR-RANIRY,29,,abcde
1,301016,PENDIDIKAN MATEMATIKA ,UNJ,30,36.62,abcde
1,301024,PENDIDIKAN FISIKA ,UNJ,30,31.91,abcde
1,301032,PENDIDIKAN KIMIA ,UNJ,30,35.59,abcde
1,301046,PENDIDIKAN BIOLOGI ,UNJ,30,36.95,abcde
1,301054,MATEMATIKA ,UNJ,30,36.89,abcde
1,301062,FISIKA ,UNJ,30,34.48,abcde
1,301076,KIMIA ,UNJ,30,35.48,abcde
1,301084,BIOLOGI ,UNJ,30,35.69,abcde
1,301092,PENDIDIKAN TEKNIK ELEKTRO ,UNJ,30,35.53,abcde
1,301105,PENDIDIKAN TEKNIK MESIN ,UNJ,30,35.05,abcde
1,301113,PENDIDIKAN TEKNIK BANGUNAN ,UNJ,30,33.9,abcde
1,301121,ILMU KEOLAHRAGAAN ,UNJ,30,34.54,abcde
1,301133,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER ,UNJ,30,33.9,abcde
1,301143,PENDIDIKAN TEKNIK ELEKTRONIKA ,UNJ,30,33.4,abcde
1,301151,SISTEM KOMPUTER ,UNJ,30,35.65,abcde
1,301165,STATISTIKA ,UNJ,30,,abcde
2,302012,TEKNOLOGI PENDIDIKAN ,UNJ,30,34.15,abcde
2,302026,PENDIDIKAN LUAR BIASA ,UNJ,30,30.65,abcde
2,302034,MANAJEMEN PENDIDIKAN ,UNJ,30,36.37,abcde
2,302042,PENDIDIKAN LUAR SEKOLAH ,UNJ,30,30.65,abcde
2,302056,PEND. GURU PAUD ,UNJ,30,34.06,abcde
2,302064,BIMBINGAN & KONSELING ,UNJ,30,34.43,abcde
2,302072,PENDIDIKAN GURU SEKOLAH DASAR ,UNJ,30,35.1,abcde
2,302086,PSIKOLOGI ,UNJ,30,34.24,abcde
2,302094,PENDIDIKAN BAHASA INDONESIA ,UNJ,30,35.07,abcde
2,302101,SASTRA INDONESIA ,UNJ,30,36.35,abcde
2,302115,PENDIDIKAN BAHASA INGGRIS ,UNJ,30,39.88,abcde
2,302123,SASTRA INGGRIS ,UNJ,30,40.14,abcde
2,302131,PENDIDIKAN BAHASA PRANCIS ,UNJ,30,31.34,abcde
2,302145,PENDIDIKAN BAHASA JERMAN ,UNJ,30,33.25,abcde
2,302153,PENDIDIKAN BAHASA ARAB ,UNJ,30,32.05,abcde
2,302161,PENDIDIKAN BAHASA JEPANG ,UNJ,30,34.2,abcde
2,302175,PENDIDIKAN SENI TARI ,UNJ,30,30.11,abcde
2,302183,PENDIDIKAN SENI MUSIK ,UNJ,30,33.21,abcde
2,302191,PENDIDIKAN SENI RUPA ,UNJ,30,30.55,abcde
2,302204,PENDIDIKAN PANCASILA & KEWARGANEGARAAN ,UNJ,30,32.24,abcde
2,302212,PENDIDIKAN GEOGRAFI ,UNJ,30,30.9,abcde
2,302226,PENDIDIKAN SEJARAH ,UNJ,30,35.53,abcde
2,302234,ILMU AGAMA ISLAM ,UNJ,30,32.02,abcde
2,302242,SOSIOLOGI ,UNJ,30,31.02,abcde
2,302256,PENDIDIKAN SOSIOLOGI ,UNJ,30,29.03,abcde
2,302264,PENDIDIKAN KESEJAHTERAAN KELUARGA ,UNJ,30,30.9,abcde
2,302272,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI ",UNJ,30,32.15,abcde
2,302286,PENDIDIKAN KEPELATIHAN OLAHRAGA ,UNJ,30,33.28,abcde
2,302294,PENDIDIKAN EKONOMI ,UNJ,30,34.56,abcde
2,302301,MANAJEMEN ,UNJ,30,37.04,abcde
2,302315,AKUNTANSI ,UNJ,30,37.24,abcde
2,302323,PENDIDIKAN ILMU PENGETAHUAN SOSIAL ,UNJ,30,32.7,abcde
2,302331,PENDIDIKAN TATA BOGA ,UNJ,30,32.2,abcde
2,302345,PENDIDIKAN TATA BUSANA ,UNJ,30,32.15,abcde
2,302353,PENDIDIKAN TATA RIAS ,UNJ,30,31.7,abcde
2,302361,PENDIDIKAN TATA NIAGA ,UNJ,30,31.35,abcde
2,302375,PENDIDIKAN BAHASA MANDARIN ,UNJ,30,32.55,abcde
2,302383,PENDIDIKAN ADMINISTRASI PERKANTORAN ,UNJ,30,,abcde
1,311011,PENDIDIKAN DOKTER ,UI,31,53.6,abcde
1,311025,PENDIDIKAN DOKTER GIGI ,UI,31,41.1,abcde
1,311033,MATEMATIKA ,UI,31,35.45,abcde
1,311041,FISIKA ,UI,31,36.5,abcde
1,311055,KIMIA ,UI,31,39.1,abcde
1,311063,BIOLOGI ,UI,31,36.8,abcde
1,311071,FARMASI ,UI,31,44.1,abcde
1,311085,GEOGRAFI ,UI,31,33.25,abcde
1,311093,TEKNIK SIPIL ,UI,31,42.5,abcde
1,311106,TEKNIK MESIN ,UI,31,46.5,abcde
1,311114,TEKNIK ELEKTRO ,UI,31,49.01,abcde
1,311122,TEKNIK METALURGI & MATERIAL ,UI,31,43.16,abcde
1,311136,ARSITEKTUR ,UI,31,43.52,abcde
1,311144,TEKNIK KIMIA ,UI,31,48.5,abcde
1,311152,ILMU KEPERAWATAN ,UI,31,40.5,abcde
1,311166,ILMU KOMPUTER ,UI,31,46.86,abcde
1,311174,ILMU KESEHATAN MASYARAKAT ,UI,31,40.44,abcde
1,311182,TEKNIK INDUSTRI ,UI,31,48.9,abcde
1,311196,TEKNIK PERKAPALAN ,UI,31,41.52,abcde
1,311203,TEKNIK LINGKUNGAN ,UI,31,43.25,abcde
1,311211,TEKNIK KOMPUTER ,UI,31,46.75,abcde
1,311225,SISTEM INFORMASI ,UI,31,43.21,abcde
1,311233,ARSITEKTUR INTERIOR ,UI,31,41.3,abcde
1,311241,TEKNOLOGI BIOPROSES ,UI,31,40.5,abcde
1,311255,GIZI ,UI,31,39.5,abcde
1,311263,KESEHATAN LINGKUNGAN ,UI,31,42.85,abcde
1,311271,KESELAMATAN DAN KESEHATAN KERJA ,UI,31,38.25,abcde
1,311285,GEOFISIKA ,UI,31,,abcde
1,311293,GEOLOGI ,UI,31,,abcde
1,311306,STATISTIKA ,UI,31,,abcde
2,312013,ILMU HUKUM ,UI,31,49.15,abcde
2,312021,ARKEOLOGI INDONESIA ,UI,31,36.28,abcde
2,312035,ILMU SEJARAH ,UI,31,35.68,abcde
2,312043,ILMU PSIKOLOGI ,UI,31,47.25,abcde
2,312051,ILMU KOMUNIKASI ,UI,31,48.01,abcde
2,312065,ILMU POLITIK ,UI,31,41.96,abcde
2,312073,ILMU ADMINISTRASI NEGARA ,UI,31,43.96,abcde
2,312081,KRIMINOLOGI ,UI,31,40.81,abcde
2,312095,SOSIOLOGI ,UI,31,40.12,abcde
2,312102,ILMU KESEJAHTERAAN SOSIAL ,UI,31,38.21,abcde
2,312116,ANTROPOLOGI SOSIAL ,UI,31,36.84,abcde
2,312124,ILMU EKONOMI ,UI,31,49.4,abcde
2,312132,ILMU ADMINISTRASI NIAGA ,UI,31,41.62,abcde
2,312146,ILMU ADMINISTRASI FISKAL ,UI,31,44.68,abcde
2,312154,MANAJEMEN ,UI,31,49.24,abcde
2,312162,AKUNTANSI ,UI,31,49.35,abcde
2,312176,ILMU HUBUNGAN INTERNASIONAL ,UI,31,47,abcde
2,312184,ILMU PERPUSTAKAAN ,UI,31,35.21,abcde
2,312192,ILMU FILSAFAT ,UI,31,36.25,abcde
2,312205,SASTRA INDONESIA ,UI,31,35.53,abcde
2,312213,SASTRA DAERAH UNTUK SASTRA JAWA ,UI,31,31.05,abcde
