KELOMPOK,KODEJUR,JURUSAN,PTN,KODEPTN,NILAIMIN,dummy
1,951194,KEHUTANAN ,UNKHAIR,95,,abcde
1,951201,TEKNIK PERTAMBANGAN ,UNKHAIR,95,,abcde
1,951215,AGRIBISNIS ,UNKHAIR,95,,abcde
1,951223,PENDIDIKAN DOKTER ,UNKHAIR,95,,abcde
1,951231,ILMU TANAH ,UNKHAIR,95,,abcde
2,952011,ILMU HUKUM ,UNKHAIR,95,27.67,abcde
2,952025,EKONOMI PEMBANGUNAN ,UNKHAIR,95,24.97,abcde
2,952033,MANAJEMEN ,UNKHAIR,95,24.88,abcde
2,952041,ILMU SEJARAH ,UNKHAIR,95,22.69,abcde
2,952055,SASTRA INDONESIA ,UNKHAIR,95,21.79,abcde
2,952063,SASTRA INGGRIS ,UNKHAIR,95,26.61,abcde
2,952071,PPKN ,UNKHAIR,95,20.58,abcde
2,952085,PEND. BAHASA INDONESIA ,UNKHAIR,95,23.87,abcde
2,952093,PEND. BAHASA INGGRIS ,UNKHAIR,95,32.78,abcde
2,952106,AKUNTANSI ,UNKHAIR,95,26.87,abcde
2,952114,PEND. GEOGRAFI ,UNKHAIR,95,20.37,abcde
2,952122,PGSD S1 ,UNKHAIR,95,23.58,abcde
2,952136,ANTROPOLOGI SOSIAL ,UNKHAIR,95,23.49,abcde
2,952144,PG PAUD ,UNKHAIR,95,,abcde
1,961105,TEKNOLOGI HASIL PERTANIAN ,UNIPA,96,20.49,abcde
1,961121,MANAJEMEN SUMBERDAYA PERAIRAN ,UNIPA,96,22.64,abcde
1,961135,ILMU KELAUTAN ,UNIPA,96,21.94,abcde
1,961165,MATEMATIKA ,UNIPA,96,21.87,abcde
1,961173,FISIKA ,UNIPA,96,22.17,abcde
1,961181,BIOLOGI ,UNIPA,96,22.64,abcde
1,961195,KIMIA ,UNIPA,96,21.94,abcde
1,961202,AGRIBISNIS ,UNIPA,96,22.45,abcde
1,961216,AGROTEKNOLOGI ,UNIPA,96,20.49,abcde
1,961224,PETERNAKAN ,UNIPA,96,21.38,abcde
1,961232,KEHUTANAN ,UNIPA,96,21.95,abcde
1,961246,TEKNIK INFORMATIKA ,UNIPA,96,,abcde
1,961254,TEKNIK PERTAMBANGAN ,UNIPA,96,,abcde
1,961262,TEKNIK ELEKTRO ,UNIPA,96,,abcde
1,961276,PENDIDIKAN BIOLOGI ,UNIPA,96,,abcde
1,961284,PENDIDIKAN MATEMATIKA ,UNIPA,96,,abcde
1,961292,PENDIDIKAN KIMIA ,UNIPA,96,,abcde
1,961305,TEKNIK GEOLOGI ,UNIPA,96,,abcde
1,961313,PENDIDIKAN FISIKA ,UNIPA,96,,abcde
2,962012,EKONOMI PEMBANGUNAN ,UNIPA,96,29.6,abcde
2,962026,SASTRA INGGRIS ,UNIPA,96,27.58,abcde
2,962034,ANTROPOLOGI ,UNIPA,96,,abcde
2,962042,MANAJEMEN ,UNIPA,96,,abcde
2,962056,AKUNTANSI ,UNIPA,96,,abcde
2,962064,PENDIDIKAN BAHASA INDONESIA ,UNIPA,96,,abcde
2,962072,PENDIDIKAN BAHASA INGGRIS ,UNIPA,96,,abcde
1,981012,TEKNIK ELEKTRO ,UNMUS,98,27.59,abcde
1,981026,TEKNIK MESIN ,UNMUS,98,27.48,abcde
1,981034,TEKNIK SIPIL ,UNMUS,98,27.15,abcde
1,981042,ARSITEKTUR ,UNMUS,98,26.71,abcde
1,981056,KETEKNIKAN PERTANIAN ,UNMUS,98,20.58,abcde
1,981064,AGRIBISNIS ,UNMUS,98,20.71,abcde
1,981072,AGROTEKNOLOGI ,UNMUS,98,20.55,abcde
1,981086,PETERNAKAN ,UNMUS,98,20.58,abcde
1,981094,MANAJEMEN SUMBERDAYA PERAIRAN ,UNMUS,98,20.38,abcde
1,981101,TEKNIK INFORMATIKA ,UNMUS,98,28.49,abcde
1,981115,SISTEM INFORMASI ,UNMUS,98,28.04,abcde
1,981123,PENDIDIKAN MATEMATIKA ,UNMUS,98,,abcde
1,981131,PENDIDIKAN FISIKA ,UNMUS,98,,abcde
1,981145,PENDIDIKAN KIMIA ,UNMUS,98,,abcde
2,982014,EKONOMI PEMBANGUNAN ,UNMUS,98,23.69,abcde
2,982022,MANAJEMEN ,UNMUS,98,24.39,abcde
2,982036,AKUNTANSI ,UNMUS,98,24.69,abcde
2,982044,ILMU ADMINISTRASI NEGARA ,UNMUS,98,23.49,abcde
2,982066,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI ",UNMUS,98,21.15,abcde
2,982074,PENDIDIKAN BAHASA DAN SASTRA INDONESIA ,UNMUS,98,21.58,abcde
2,982082,PENDIDIKAN BAHASA INGGRIS ,UNMUS,98,21.59,abcde
2,982096,PENDIDIKAN GURU SEKOLAH DASAR ,UNMUS,98,,abcde
2,982103,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI ,UNMUS,98,,abcde
2,982111,ILMU HUKUM ,UNMUS,98,,abcde
2,982125,SASTRA INGGRIS ,UNMUS,98,,abcde
